EKE_bin,mean,std,25%,50%,75%,count
baja,0.08904770715850226,0.7628883589324844,-0.739084869439043,0.23993588435727162,0.8758525430696666,3041.0
media,-0.03511868089558939,0.7263107233527679,-0.7811157546498937,-0.070040366444588,0.7096791804075062,6080.0
alta,-0.03345056115125388,0.6989471501065474,-0.71405413104617,-0.05971803184356976,0.6588762475737366,3040.0
