month,ii,jj,lat,lon,eddy_count_cyclonic,eddy_count_anticyclonic,eddy_count_total
2010-11,28,11,25.125,-95.125,22,0,22
2010-11,28,21,25.125,-92.625,0,3,3
2010-11,28,22,25.125,-92.375,0,9,9
2010-11,28,23,25.125,-92.125,0,2,2
2010-11,28,45,25.125,-86.625,6,0,6
2010-11,29,23,25.375,-92.125,0,4,4
2010-11,29,45,25.375,-86.625,6,0,6
2010-11,30,45,25.625,-86.625,10,0,10
2010-11,35,8,26.875,-95.875,0,6,6
2010-11,36,8,27.125,-95.875,0,5,5
2010-11,36,9,27.125,-95.625,0,7,7
2010-11,37,8,27.375,-95.875,0,8,8
2010-11,39,32,27.875,-89.875,0,4,4
2010-11,39,33,27.875,-89.625,0,2,2
2010-11,40,31,28.125,-90.125,0,3,3
2010-11,40,32,28.125,-89.875,0,4,4
2010-11,41,43,28.375,-87.125,0,2,2
2010-11,41,44,28.375,-86.875,0,1,1
2010-11,41,45,28.375,-86.625,0,8,8
2010-11,41,46,28.375,-86.375,0,1,1
2010-11,42,44,28.625,-86.875,0,9,9
2010-11,43,44,28.875,-86.875,0,6,6
2010-11,43,45,28.875,-86.625,0,3,3
2010-12,1,69,18.375,-80.625,3,0,3
2010-12,1,70,18.375,-80.375,1,0,1
2010-12,1,71,18.375,-80.125,1,0,1
2010-12,2,65,18.625,-81.625,1,0,1
2010-12,2,66,18.625,-81.375,1,0,1
2010-12,2,67,18.625,-81.125,2,0,2
2010-12,2,68,18.625,-80.875,2,0,2
2010-12,5,59,19.375,-83.125,1,0,1
2010-12,5,60,19.375,-82.875,3,0,3
2010-12,5,61,19.375,-82.625,3,0,3
2010-12,5,62,19.375,-82.375,3,0,3
2010-12,6,59,19.625,-83.125,8,0,8
2010-12,6,60,19.625,-82.875,4,0,4
2010-12,6,61,19.625,-82.625,1,0,1
2010-12,7,9,19.875,-95.625,2,0,2
2010-12,7,10,19.875,-95.375,6,0,6
2010-12,7,58,19.875,-83.375,5,0,5
2010-12,7,59,19.875,-83.125,3,0,3
2010-12,8,69,20.125,-80.625,0,1,1
2010-12,8,70,20.125,-80.375,0,4,4
2010-12,8,71,20.125,-80.125,0,4,4
2010-12,9,68,20.375,-80.875,0,3,3
2010-12,9,69,20.375,-80.625,0,3,3
2010-12,10,49,20.625,-85.625,1,0,1
2010-12,11,48,20.875,-85.875,4,0,4
2010-12,11,49,20.875,-85.625,3,0,3
2010-12,11,55,20.875,-84.125,0,11,11
2010-12,11,56,20.875,-83.875,0,6,6
2010-12,12,48,21.125,-85.875,3,0,3
2010-12,12,49,21.125,-85.625,1,0,1
2010-12,12,55,21.125,-84.125,0,1,1
2010-12,12,56,21.125,-83.875,0,3,3
2010-12,12,57,21.125,-83.625,0,2,2
2010-12,13,12,21.375,-94.875,0,10,10
2010-12,13,13,21.375,-94.625,0,20,20
2010-12,14,13,21.625,-94.625,0,1,1
2010-12,14,50,21.625,-85.375,1,0,1
2010-12,16,7,22.125,-96.125,1,0,1
2010-12,16,8,22.125,-95.875,2,0,2
2010-12,20,8,23.125,-95.875,2,0,2
2010-12,21,7,23.375,-96.125,1,0,1
2010-12,21,8,23.375,-95.875,1,0,1
2010-12,21,16,23.375,-93.875,2,0,2
2010-12,21,17,23.375,-93.625,3,0,3
2010-12,22,7,23.625,-96.125,2,0,2
2010-12,22,8,23.625,-95.875,4,0,4
2010-12,23,51,23.875,-85.125,0,5,5
2010-12,23,52,23.875,-84.875,0,8,8
2010-12,24,40,24.125,-87.875,0,5,5
2010-12,24,52,24.125,-84.875,0,6,6
2010-12,24,53,24.125,-84.625,0,10,10
2010-12,24,54,24.125,-84.375,0,1,1
2010-12,25,36,24.375,-88.875,0,2,2
2010-12,25,54,24.375,-84.375,0,1,1
2010-12,26,33,24.625,-89.625,0,6,6
2010-12,26,34,24.625,-89.375,0,6,6
2010-12,26,35,24.625,-89.125,0,3,3
2010-12,26,36,24.625,-88.875,0,4,4
2010-12,26,37,24.625,-88.625,0,2,2
2010-12,26,38,24.625,-88.375,0,2,2
2010-12,27,17,24.875,-93.625,0,11,11
2010-12,28,10,25.125,-95.375,3,0,3
2010-12,28,17,25.125,-93.625,0,1,1
2010-12,28,18,25.125,-93.375,0,7,7
2010-12,28,19,25.125,-93.125,0,9,9
2010-12,28,20,25.125,-92.875,0,2,2
2010-12,29,10,25.375,-95.375,10,0,10
2010-12,29,17,25.375,-93.625,0,1,1
2010-12,30,10,25.625,-95.375,5,0,5
2010-12,30,11,25.625,-95.125,1,0,1
2010-12,30,45,25.625,-86.625,28,0,28
2010-12,30,50,25.625,-85.375,3,0,3
2010-12,31,11,25.875,-95.125,3,0,3
2010-12,31,40,25.875,-87.875,3,0,3
2010-12,32,12,26.125,-94.875,9,0,9
2010-12,35,7,26.875,-96.125,0,4,4
2010-12,35,8,26.875,-95.875,0,6,6
2010-12,36,8,27.125,-95.875,0,18,18
2010-12,41,42,28.375,-87.375,0,3,3
2010-12,41,43,28.375,-87.125,0,2,2
2010-12,42,41,28.625,-87.625,0,1,1
2010-12,42,42,28.625,-87.375,0,11,11
2011-01,1,70,18.375,-80.375,3,0,3
2011-01,2,70,18.625,-80.375,1,0,1
2011-01,2,71,18.625,-80.125,3,0,3
2011-01,3,70,18.875,-80.375,3,0,3
2011-01,5,56,19.375,-83.875,1,0,1
2011-01,5,57,19.375,-83.625,3,0,3
2011-01,5,58,19.375,-83.375,2,0,2
2011-01,5,59,19.375,-83.125,1,0,1
2011-01,6,53,19.625,-84.625,2,0,2
2011-01,6,54,19.625,-84.375,2,0,2
2011-01,6,55,19.625,-84.125,3,0,3
2011-01,6,56,19.625,-83.875,1,0,1
2011-01,7,52,19.875,-84.875,5,0,5
2011-01,7,53,19.875,-84.625,1,0,1
2011-01,8,50,20.125,-85.375,5,0,5
2011-01,8,51,20.125,-85.125,4,0,4
2011-01,8,69,20.125,-80.625,0,1,1
2011-01,9,13,20.375,-94.625,0,6,6
2011-01,9,50,20.375,-85.375,1,0,1
2011-01,9,66,20.375,-81.375,0,1,1
2011-01,9,67,20.375,-81.125,0,3,3
2011-01,9,68,20.375,-80.875,0,6,6
2011-01,10,13,20.625,-94.625,0,4,4
2011-01,10,64,20.625,-81.875,0,3,3
2011-01,10,65,20.625,-81.625,0,9,9
2011-01,10,66,20.625,-81.375,0,1,1
2011-01,11,69,20.875,-80.625,0,2,2
2011-01,11,70,20.875,-80.375,0,1,1
2011-01,12,11,21.125,-95.125,0,1,1
2011-01,12,12,21.125,-94.875,0,5,5
2011-01,13,9,21.375,-95.625,0,1,1
2011-01,13,10,21.375,-95.375,0,5,5
2011-01,13,11,21.375,-95.125,0,3,3
2011-01,14,7,21.625,-96.125,0,3,3
2011-01,14,8,21.625,-95.875,0,4,4
2011-01,14,9,21.625,-95.625,0,1,1
2011-01,15,6,21.875,-96.375,0,4,4
2011-01,15,7,21.875,-96.125,0,4,4
2011-01,20,19,23.125,-93.125,2,0,2
2011-01,20,20,23.125,-92.875,1,0,1
2011-01,21,6,23.375,-96.375,1,0,1
2011-01,21,7,23.375,-96.125,4,0,4
2011-01,21,20,23.375,-92.875,5,0,5
2011-01,21,21,23.375,-92.625,5,0,5
2011-01,21,22,23.375,-92.375,4,0,4
2011-01,22,6,23.625,-96.375,17,0,17
2011-01,22,7,23.625,-96.125,2,0,2
2011-01,22,22,23.625,-92.375,3,0,3
2011-01,22,23,23.625,-92.125,7,0,7
2011-01,22,54,23.625,-84.375,0,3,3
2011-01,22,55,23.625,-84.125,0,4,4
2011-01,22,56,23.625,-83.875,0,4,4
2011-01,22,57,23.625,-83.625,0,2,2
2011-01,23,6,23.875,-96.375,4,0,4
2011-01,23,50,23.875,-85.375,0,5,5
2011-01,23,51,23.875,-85.125,0,5,5
2011-01,23,53,23.875,-84.625,0,4,4
2011-01,23,54,23.875,-84.375,0,1,1
2011-01,24,7,24.125,-96.125,2,0,2
2011-01,25,27,24.375,-91.125,0,2,2
2011-01,25,28,24.375,-90.875,0,4,4
2011-01,25,29,24.375,-90.625,0,7,7
2011-01,25,30,24.375,-90.375,0,6,6
2011-01,25,31,24.375,-90.125,0,7,7
2011-01,25,32,24.375,-89.875,0,1,1
2011-01,26,32,24.625,-89.875,0,4,4
2011-01,26,51,24.625,-85.125,3,0,3
2011-01,27,17,24.875,-93.625,0,6,6
2011-01,27,50,24.875,-85.375,3,0,3
2011-01,27,51,24.875,-85.125,6,0,6
2011-01,28,17,25.125,-93.625,0,11,11
2011-01,28,50,25.125,-85.375,6,0,6
2011-01,29,17,25.375,-93.625,0,13,13
2011-01,29,50,25.375,-85.375,6,0,6
2011-01,30,17,25.625,-93.625,0,1,1
2011-01,30,37,25.625,-88.625,2,0,2
2011-01,30,38,25.625,-88.375,4,0,4
2011-01,30,50,25.625,-85.375,3,0,3
2011-01,30,51,25.625,-85.125,4,0,4
2011-01,31,37,25.875,-88.625,7,0,7
2011-01,31,38,25.875,-88.375,7,0,7
2011-01,31,39,25.875,-88.125,1,0,1
2011-01,31,45,25.875,-86.625,0,9,9
2011-01,32,12,26.125,-94.875,1,0,1
2011-01,32,13,26.125,-94.625,3,0,3
2011-01,32,37,26.125,-88.625,5,0,5
2011-01,32,39,26.125,-88.125,2,0,2
2011-01,33,13,26.375,-94.625,22,0,22
2011-01,33,14,26.375,-94.375,5,0,5
2011-01,33,37,26.375,-88.625,3,0,3
2011-01,36,7,27.125,-96.125,0,4,4
2011-01,40,42,28.125,-87.375,0,1,1
2011-01,41,42,28.375,-87.375,0,10,10
2011-02,0,51,18.125,-85.125,0,2,2
2011-02,0,52,18.125,-84.875,0,3,3
2011-02,1,49,18.375,-85.625,0,2,2
2011-02,1,50,18.375,-85.375,0,1,1
2011-02,2,47,18.625,-86.125,0,4,4
2011-02,2,48,18.625,-85.875,0,3,3
2011-02,2,49,18.625,-85.625,0,1,1
2011-02,3,47,18.875,-86.125,0,1,1
2011-02,3,69,18.875,-80.625,4,0,4
2011-02,4,68,19.125,-80.875,4,0,4
2011-02,4,69,19.125,-80.625,3,0,3
2011-02,5,67,19.375,-81.125,1,0,1
2011-02,5,68,19.375,-80.875,6,0,6
2011-02,8,51,20.125,-85.125,3,0,3
2011-02,9,12,20.375,-94.875,0,2,2
2011-02,9,13,20.375,-94.625,0,12,12
2011-02,9,51,20.375,-85.125,8,0,8
2011-02,9,52,20.375,-84.875,6,0,6
2011-02,10,13,20.625,-94.625,0,14,14
2011-02,10,50,20.625,-85.375,1,0,1
2011-02,10,51,20.625,-85.125,10,0,10
2011-02,10,61,20.625,-82.625,0,1,1
2011-02,10,62,20.625,-82.375,0,3,3
2011-02,10,65,20.625,-81.625,0,1,1
2011-02,10,66,20.625,-81.375,0,2,2
2011-02,10,67,20.625,-81.125,0,3,3
2011-02,10,68,20.625,-80.875,0,3,3
2011-02,11,62,20.875,-82.375,0,9,9
2011-02,11,63,20.875,-82.125,0,1,1
2011-02,11,68,20.875,-80.875,0,1,1
2011-02,11,69,20.875,-80.625,0,1,1
2011-02,15,6,21.875,-96.375,0,2,2
2011-02,16,6,22.125,-96.375,0,3,3
2011-02,17,6,22.375,-96.375,0,3,3
2011-02,18,6,22.625,-96.375,0,1,1
2011-02,19,6,22.875,-96.375,0,2,2
2011-02,20,6,23.125,-96.375,0,4,4
2011-02,20,18,23.125,-93.375,1,0,1
2011-02,20,19,23.125,-93.125,12,0,12
2011-02,21,6,23.375,-96.375,0,1,1
2011-02,21,18,23.375,-93.375,13,0,13
2011-02,21,19,23.375,-93.125,2,0,2
2011-02,22,57,23.625,-83.625,0,5,5
2011-02,22,58,23.625,-83.375,0,9,9
2011-02,22,59,23.625,-83.125,0,6,6
2011-02,23,9,23.875,-95.625,0,2,2
2011-02,23,59,23.875,-83.125,0,5,5
2011-02,24,7,24.125,-96.125,2,0,2
2011-02,24,8,24.125,-95.875,0,1,1
2011-02,24,9,24.125,-95.625,0,6,6
2011-02,24,10,24.125,-95.375,0,1,1
2011-02,24,11,24.125,-95.125,0,1,1
2011-02,24,25,24.125,-91.625,0,5,5
2011-02,24,51,24.125,-85.125,6,0,6
2011-02,24,52,24.125,-84.875,2,0,2
2011-02,25,6,24.375,-96.375,5,0,5
2011-02,25,12,24.375,-94.875,0,2,2
2011-02,25,25,24.375,-91.625,0,4,4
2011-02,25,26,24.375,-91.375,0,14,14
2011-02,25,27,24.375,-91.125,0,5,5
2011-02,25,51,24.375,-85.125,10,0,10
2011-02,26,6,24.625,-96.375,1,0,1
2011-02,26,14,24.625,-94.375,0,1,1
2011-02,26,51,24.625,-85.125,10,0,10
2011-02,27,15,24.875,-94.125,0,6,6
2011-02,27,16,24.875,-93.875,0,4,4
2011-02,28,7,25.125,-96.125,1,0,1
2011-02,29,7,25.375,-96.125,1,0,1
2011-02,29,8,25.375,-95.875,7,0,7
2011-02,29,9,25.375,-95.625,5,0,5
2011-02,29,17,25.375,-93.625,0,3,3
2011-02,31,44,25.875,-86.875,0,7,7
2011-02,31,45,25.875,-86.625,0,20,20
2011-02,32,45,26.125,-86.625,0,1,1
2011-02,33,14,26.375,-94.375,7,0,7
2011-02,33,15,26.375,-94.125,2,0,2
2011-02,33,34,26.375,-89.375,13,0,13
2011-02,33,35,26.375,-89.125,7,0,7
2011-02,33,36,26.375,-88.875,8,0,8
2011-02,34,14,26.625,-94.375,7,0,7
2011-02,34,15,26.625,-94.125,10,0,10
2011-02,35,14,26.875,-94.375,2,0,2
2011-02,35,20,26.875,-92.875,0,11,11
2011-02,36,19,27.125,-93.125,0,6,6
2011-02,36,20,27.125,-92.875,0,5,5
2011-02,41,39,28.375,-88.125,0,2,2
2011-02,41,40,28.375,-87.875,0,3,3
2011-02,41,41,28.375,-87.625,0,7,7
2011-02,41,42,28.375,-87.375,0,1,1
2011-02,42,39,28.625,-88.125,0,6,6
2011-02,42,40,28.625,-87.875,0,6,6
2011-02,42,41,28.625,-87.625,0,1,1
2011-03,0,57,18.125,-83.625,2,0,2
2011-03,1,45,18.375,-86.625,0,5,5
2011-03,1,46,18.375,-86.375,0,8,8
2011-03,1,47,18.375,-86.125,0,1,1
2011-03,1,48,18.375,-85.875,0,3,3
2011-03,1,53,18.375,-84.625,1,0,1
2011-03,1,54,18.375,-84.375,5,0,5
2011-03,1,57,18.375,-83.625,2,0,2
2011-03,2,46,18.625,-86.375,0,3,3
2011-03,2,47,18.625,-86.125,0,3,3
2011-03,2,48,18.625,-85.875,0,3,3
2011-03,2,49,18.625,-85.625,0,4,4
2011-03,2,50,18.625,-85.375,0,1,1
2011-03,2,54,18.625,-84.375,1,0,1
2011-03,2,55,18.625,-84.125,4,0,4
2011-03,2,56,18.625,-83.875,2,0,2
2011-03,2,57,18.625,-83.625,1,0,1
2011-03,5,68,19.375,-80.875,4,0,4
2011-03,5,69,19.375,-80.625,14,0,14
2011-03,5,70,19.375,-80.375,2,0,2
2011-03,5,71,19.375,-80.125,7,0,7
2011-03,6,68,19.625,-80.875,2,0,2
2011-03,8,10,20.125,-95.375,0,6,6
2011-03,8,11,20.125,-95.125,0,15,15
2011-03,8,12,20.125,-94.875,0,7,7
2011-03,8,52,20.125,-84.875,6,0,6
2011-03,8,57,20.125,-83.625,0,4,4
2011-03,8,58,20.125,-83.375,0,1,1
2011-03,9,12,20.375,-94.875,0,2,2
2011-03,9,52,20.375,-84.875,2,0,2
2011-03,9,56,20.375,-83.875,0,5,5
2011-03,9,57,20.375,-83.625,0,1,1
2011-03,9,58,20.375,-83.375,0,3,3
2011-03,9,59,20.375,-83.125,0,2,2
2011-03,9,60,20.375,-82.875,0,2,2
2011-03,9,61,20.375,-82.625,0,1,1
2011-03,10,51,20.625,-85.125,5,0,5
2011-03,10,56,20.625,-83.875,0,2,2
2011-03,10,61,20.625,-82.625,0,2,2
2011-03,10,62,20.625,-82.375,0,3,3
2011-03,11,51,20.875,-85.125,1,0,1
2011-03,11,57,20.875,-83.625,0,1,1
2011-03,11,58,20.875,-83.375,0,1,1
2011-03,12,19,21.125,-93.125,0,2,2
2011-03,12,20,21.125,-92.875,0,6,6
2011-03,12,21,21.125,-92.625,0,2,2
2011-03,12,52,21.125,-84.875,1,0,1
2011-03,13,8,21.375,-95.875,8,0,8
2011-03,13,19,21.375,-93.125,0,4,4
2011-03,14,8,21.625,-95.875,2,0,2
2011-03,20,16,23.125,-93.875,1,0,1
2011-03,20,17,23.125,-93.625,1,0,1
2011-03,21,16,23.375,-93.875,5,0,5
2011-03,21,17,23.375,-93.625,14,0,14
2011-03,21,18,23.375,-93.375,10,0,10
2011-03,22,56,23.625,-83.875,3,0,3
2011-03,23,7,23.875,-96.125,0,11,11
2011-03,23,8,23.875,-95.875,0,3,3
2011-03,23,22,23.875,-92.375,0,3,3
2011-03,23,59,23.875,-83.125,0,6,6
2011-03,23,60,23.875,-82.875,0,5,5
2011-03,23,61,23.875,-82.625,0,2,2
2011-03,23,62,23.875,-82.375,0,5,5
2011-03,23,63,23.875,-82.125,0,3,3
2011-03,23,64,23.875,-81.875,0,3,3
2011-03,23,65,23.875,-81.625,0,5,5
2011-03,23,66,23.875,-81.375,0,2,2
2011-03,24,7,24.125,-96.125,0,13,13
2011-03,24,8,24.125,-95.875,0,4,4
2011-03,24,22,24.125,-92.375,0,1,1
2011-03,24,23,24.125,-92.125,0,10,10
2011-03,24,24,24.125,-91.875,0,14,14
2011-03,24,25,24.125,-91.625,0,3,3
2011-03,24,52,24.125,-84.875,6,0,6
2011-03,24,53,24.125,-84.625,2,0,2
2011-03,25,53,24.375,-84.625,10,0,10
2011-03,26,53,24.625,-84.625,3,0,3
2011-03,27,53,24.875,-84.625,1,0,1
2011-03,29,9,25.375,-95.625,5,0,5
2011-03,29,10,25.375,-95.375,4,0,4
2011-03,30,12,25.625,-94.875,2,0,2
2011-03,30,13,25.625,-94.625,17,0,17
2011-03,30,14,25.625,-94.375,3,0,3
2011-03,31,43,25.875,-87.125,0,14,14
2011-03,32,20,26.125,-92.875,0,1,1
2011-03,32,32,26.125,-89.875,9,0,9
2011-03,32,33,26.125,-89.625,1,0,1
2011-03,32,43,26.125,-87.125,0,8,8
2011-03,33,32,26.375,-89.875,7,0,7
2011-03,33,33,26.375,-89.625,7,0,7
2011-03,33,34,26.375,-89.375,1,0,1
2011-03,33,43,26.375,-87.125,0,9,9
2011-03,34,20,26.625,-92.875,0,3,3
2011-03,34,34,26.625,-89.375,6,0,6
2011-03,35,10,26.875,-95.375,6,0,6
2011-03,35,13,26.875,-94.625,6,0,6
2011-03,35,14,26.875,-94.375,3,0,3
2011-03,35,19,26.875,-93.125,0,2,2
2011-03,35,20,26.875,-92.875,0,2,2
2011-03,35,21,26.875,-92.625,0,3,3
2011-03,36,10,27.125,-95.375,10,0,10
2011-03,36,11,27.125,-95.125,5,0,5
2011-03,36,19,27.125,-93.125,0,5,5
2011-03,42,38,28.625,-88.375,0,6,6
2011-03,42,39,28.625,-88.125,0,1,1
2011-04,0,45,18.125,-86.625,0,8,8
2011-04,0,51,18.125,-85.125,3,0,3
2011-04,0,52,18.125,-84.875,4,0,4
2011-04,1,44,18.375,-86.875,0,2,2
2011-04,1,52,18.375,-84.875,6,0,6
2011-04,1,53,18.375,-84.625,15,0,15
2011-04,2,53,18.625,-84.625,2,0,2
2011-04,5,71,19.375,-80.125,2,0,2
2011-04,6,70,19.625,-80.375,10,0,10
2011-04,6,71,19.625,-80.125,3,0,3
2011-04,7,57,19.875,-83.625,0,1,1
2011-04,7,68,19.875,-80.875,1,0,1
2011-04,7,69,19.875,-80.625,3,0,3
2011-04,8,9,20.125,-95.625,0,1,1
2011-04,8,10,20.125,-95.375,0,16,16
2011-04,8,56,20.125,-83.875,0,2,2
2011-04,9,9,20.375,-95.625,0,4,4
2011-04,9,10,20.375,-95.375,0,2,2
2011-04,9,53,20.375,-84.625,0,3,3
2011-04,9,54,20.375,-84.375,0,2,2
2011-04,9,55,20.375,-84.125,0,10,10
2011-04,10,8,20.625,-95.875,0,2,2
2011-04,10,54,20.625,-84.375,0,8,8
2011-04,11,18,20.875,-93.375,0,2,2
2011-04,12,18,21.125,-93.375,0,3,3
2011-04,12,19,21.125,-93.125,0,2,2
2011-04,13,8,21.375,-95.875,5,0,5
2011-04,13,19,21.375,-93.125,0,7,7
2011-04,13,20,21.375,-92.875,0,4,4
2011-04,14,8,21.625,-95.875,5,0,5
2011-04,14,9,21.625,-95.625,4,0,4
2011-04,14,19,21.625,-93.125,0,6,6
2011-04,15,8,21.875,-95.875,16,0,16
2011-04,21,15,23.375,-94.125,8,0,8
2011-04,21,21,23.375,-92.625,0,1,1
2011-04,21,22,23.375,-92.375,0,8,8
2011-04,21,23,23.375,-92.125,0,4,4
2011-04,22,15,23.625,-94.125,3,0,3
2011-04,22,16,23.625,-93.875,2,0,2
2011-04,22,21,23.625,-92.625,0,7,7
2011-04,22,23,23.625,-92.125,0,3,3
2011-04,23,22,23.875,-92.375,0,7,7
2011-04,23,39,23.875,-88.125,3,0,3
2011-04,23,40,23.875,-87.875,1,0,1
2011-04,23,66,23.875,-81.375,0,2,2
2011-04,24,7,24.125,-96.125,0,14,14
2011-04,24,68,24.125,-80.875,0,6,6
2011-04,24,69,24.125,-80.625,0,1,1
2011-04,25,7,24.375,-96.125,0,4,4
2011-04,25,8,24.375,-95.875,0,12,12
2011-04,25,15,24.375,-94.125,4,0,4
2011-04,26,15,24.625,-94.125,3,0,3
2011-04,26,50,24.625,-85.375,6,0,6
2011-04,26,51,24.625,-85.125,7,0,7
2011-04,27,52,24.875,-84.875,15,0,15
2011-04,28,25,25.125,-91.625,4,0,4
2011-04,28,52,25.125,-84.875,2,0,2
2011-04,29,14,25.375,-94.375,4,0,4
2011-04,29,24,25.375,-91.875,4,0,4
2011-04,29,25,25.375,-91.625,5,0,5
2011-04,30,14,25.625,-94.375,5,0,5
2011-04,31,13,25.875,-94.625,5,0,5
2011-04,31,14,25.875,-94.375,9,0,9
2011-04,32,41,26.125,-87.625,0,1,1
2011-04,32,42,26.125,-87.375,0,6,6
2011-04,33,20,26.375,-92.875,0,5,5
2011-04,33,33,26.375,-89.625,7,0,7
2011-04,33,42,26.375,-87.375,0,2,2
2011-04,33,43,26.375,-87.125,0,21,21
2011-04,34,19,26.625,-93.125,0,12,12
2011-04,34,20,26.625,-92.875,0,3,3
2011-04,34,33,26.625,-89.625,8,0,8
2011-04,34,34,26.625,-89.375,6,0,6
2011-04,35,19,26.875,-93.125,0,10,10
2011-04,35,32,26.875,-89.875,3,0,3
2011-04,35,33,26.875,-89.625,6,0,6
2011-04,36,50,27.125,-85.375,1,0,1
2011-04,37,49,27.375,-85.625,1,0,1
2011-04,40,49,28.125,-85.625,4,0,4
2011-04,41,48,28.375,-85.875,3,0,3
2011-05,0,71,18.125,-80.125,0,1,1
2011-05,1,70,18.375,-80.375,0,2,2
2011-05,1,71,18.375,-80.125,0,3,3
2011-05,2,59,18.625,-83.125,0,2,2
2011-05,2,60,18.625,-82.875,0,2,2
2011-05,2,61,18.625,-82.625,0,1,1
2011-05,2,62,18.625,-82.375,0,1,1
2011-05,2,63,18.625,-82.125,0,2,2
2011-05,2,64,18.625,-81.875,0,1,1
2011-05,2,69,18.625,-80.625,0,4,4
2011-05,2,70,18.625,-80.375,0,2,2
2011-05,2,71,18.625,-80.125,0,1,1
2011-05,3,57,18.875,-83.625,0,2,2
2011-05,3,58,18.875,-83.375,0,3,3
2011-05,10,16,20.625,-93.875,0,3,3
2011-05,10,17,20.625,-93.625,0,2,2
2011-05,11,16,20.875,-93.875,0,4,4
2011-05,12,17,21.125,-93.625,0,5,5
2011-05,15,7,21.875,-96.125,1,0,1
2011-05,15,8,21.875,-95.875,14,0,14
2011-05,20,22,23.125,-92.375,0,6,6
2011-05,20,23,23.125,-92.125,0,2,2
2011-05,21,20,23.375,-92.875,0,2,2
2011-05,21,21,23.375,-92.625,0,10,10
2011-05,21,22,23.375,-92.375,0,4,4
2011-05,21,23,23.375,-92.125,0,1,1
2011-05,22,21,23.625,-92.625,0,4,4
2011-05,22,23,23.625,-92.125,0,1,1
2011-05,22,24,23.625,-91.875,0,1,1
2011-05,22,32,23.625,-89.875,0,1,1
2011-05,22,38,23.625,-88.375,1,0,1
2011-05,22,54,23.625,-84.375,3,0,3
2011-05,22,55,23.625,-84.125,4,0,4
2011-05,22,56,23.625,-83.875,3,0,3
2011-05,23,11,23.875,-95.125,2,0,2
2011-05,23,12,23.875,-94.875,6,0,6
2011-05,23,32,23.875,-89.875,0,4,4
2011-05,23,33,23.875,-89.625,0,1,1
2011-05,23,38,23.875,-88.375,1,0,1
2011-05,23,39,23.875,-88.125,8,0,8
2011-05,23,40,23.875,-87.875,5,0,5
2011-05,23,53,23.875,-84.625,4,0,4
2011-05,24,13,24.125,-94.625,5,0,5
2011-05,24,14,24.125,-94.375,9,0,9
2011-05,24,15,24.125,-94.125,5,0,5
2011-05,24,51,24.125,-85.125,1,0,1
2011-05,24,52,24.125,-84.875,4,0,4
2011-05,24,53,24.125,-84.625,1,0,1
2011-05,25,15,24.375,-94.125,4,0,4
2011-05,25,35,24.375,-89.125,3,0,3
2011-05,25,36,24.375,-88.875,8,0,8
2011-05,25,50,24.375,-85.375,2,0,2
2011-05,25,51,24.375,-85.125,3,0,3
2011-05,26,8,24.625,-95.875,0,12,12
2011-05,26,34,24.625,-89.375,1,0,1
2011-05,26,35,24.625,-89.125,2,0,2
2011-05,27,8,24.875,-95.875,0,4,4
2011-05,27,9,24.875,-95.625,0,2,2
2011-05,28,9,25.125,-95.625,0,11,11
2011-05,28,10,25.125,-95.375,0,2,2
2011-05,28,25,25.125,-91.625,1,0,1
2011-05,28,26,25.125,-91.375,7,0,7
2011-05,28,27,25.125,-91.125,1,0,1
2011-05,29,24,25.375,-91.875,11,0,11
2011-05,29,25,25.375,-91.625,9,0,9
2011-05,29,26,25.375,-91.375,1,0,1
2011-05,29,27,25.375,-91.125,1,0,1
2011-05,31,48,25.875,-85.875,1,0,1
2011-05,31,49,25.875,-85.625,2,0,2
2011-05,31,50,25.875,-85.375,3,0,3
2011-05,32,40,26.125,-87.875,0,6,6
2011-05,32,41,26.125,-87.625,0,5,5
2011-05,32,48,26.125,-85.875,8,0,8
2011-05,32,49,26.125,-85.625,3,0,3
2011-05,33,39,26.375,-88.125,0,18,18
2011-05,33,40,26.375,-87.875,0,2,2
2011-05,33,49,26.375,-85.625,3,0,3
2011-05,33,50,26.375,-85.375,3,0,3
2011-05,34,18,26.625,-93.375,0,1,1
2011-05,34,19,26.625,-93.125,0,1,1
2011-05,34,20,26.625,-92.875,0,1,1
2011-05,34,31,26.625,-90.125,1,0,1
2011-05,34,50,26.625,-85.375,1,0,1
2011-05,34,51,26.625,-85.125,3,0,3
2011-05,35,19,26.875,-93.125,0,23,23
2011-05,35,20,26.875,-92.875,0,5,5
2011-05,35,31,26.875,-90.125,13,0,13
2011-05,35,51,26.875,-85.125,3,0,3
2011-05,36,31,27.125,-90.125,5,0,5
2011-05,36,32,27.125,-89.875,2,0,2
2011-05,37,31,27.375,-90.125,2,0,2
2011-05,38,33,27.625,-89.625,2,0,2
2011-05,39,33,27.875,-89.625,4,0,4
2011-05,39,34,27.875,-89.375,1,0,1
2011-05,40,34,28.125,-89.375,1,0,1
2011-06,0,56,18.125,-83.875,0,2,2
2011-06,0,57,18.125,-83.625,0,5,5
2011-06,3,51,18.875,-85.125,0,4,4
2011-06,3,52,18.875,-84.875,0,2,2
2011-06,3,53,18.875,-84.625,0,2,2
2011-06,3,54,18.875,-84.375,0,3,3
2011-06,3,55,18.875,-84.125,0,3,3
2011-06,3,56,18.875,-83.875,0,2,2
2011-06,3,57,18.875,-83.625,0,1,1
2011-06,4,50,19.125,-85.375,0,2,2
2011-06,5,48,19.375,-85.875,0,2,2
