month,ii,jj,count_positions,n_individuals,lat,lon,eddy_count_cyclonic,eddy_count_anticyclonic,eddy_count_total
2010-05,32,44,0,0,26.125,-86.875,0,6,6
2010-05,32,51,0,0,26.125,-85.125,1,0,1
2010-05,33,31,0,0,26.375,-90.125,1,0,1
2010-05,33,32,0,0,26.375,-89.875,6,0,6
2010-05,33,33,0,0,26.375,-89.625,3,0,3
2010-05,33,51,0,0,26.375,-85.125,2,0,2
2010-05,34,51,0,0,26.625,-85.125,1,0,1
2010-05,35,9,0,0,26.875,-95.625,0,3,3
2010-05,35,10,0,0,26.875,-95.375,0,11,11
2010-05,35,11,0,0,26.875,-95.125,0,8,8
2010-05,36,9,0,0,27.125,-95.625,0,2,2
2010-05,36,10,0,0,27.125,-95.375,0,4,4
2010-05,37,10,0,0,27.375,-95.375,0,3,3
2010-05,38,40,0,0,27.625,-87.875,1,0,1
2010-05,38,41,0,0,27.625,-87.625,5,0,5
2010-05,38,45,0,0,27.625,-86.625,1,0,1
2010-05,38,46,0,0,27.625,-86.375,5,0,5
2010-05,38,47,0,0,27.625,-86.125,1,0,1
2010-05,39,34,0,0,27.875,-89.375,0,19,19
2010-05,39,42,0,0,27.875,-87.375,2,0,2
2010-05,39,43,0,0,27.875,-87.125,1,0,1
2010-05,39,44,0,0,27.875,-86.875,1,0,1
2010-05,39,45,0,0,27.875,-86.625,1,0,1
2010-05,40,43,0,0,28.125,-87.125,6,0,6
2010-05,40,44,0,0,28.125,-86.875,1,0,1
2010-05,41,43,0,0,28.375,-87.125,2,0,2
2010-06,0,63,0,0,18.125,-82.125,0,2,2
2010-06,1,63,0,0,18.375,-82.125,0,1,1
2010-06,2,44,0,0,18.625,-86.875,0,4,4
2010-06,2,45,0,0,18.625,-86.625,0,3,3
2010-06,3,46,0,0,18.875,-86.375,0,4,4
2010-06,6,49,0,0,19.625,-85.625,0,5,5
2010-06,7,10,0,0,19.875,-95.375,1,0,1
2010-06,7,11,0,0,19.875,-95.125,4,0,4
2010-06,7,12,0,0,19.875,-94.875,1,0,1
2010-06,7,15,0,0,19.875,-94.125,0,4,4
2010-06,7,16,0,0,19.875,-93.875,0,2,2
2010-06,7,47,0,0,19.875,-86.125,0,1,1
2010-06,7,48,0,0,19.875,-85.875,0,1,1
2010-06,7,49,0,0,19.875,-85.625,0,1,1
2010-06,7,69,0,0,19.875,-80.625,6,0,6
2010-06,7,70,0,0,19.875,-80.375,4,0,4
2010-06,8,9,0,0,20.125,-95.625,3,0,3
2010-06,8,15,0,0,20.125,-94.125,0,4,4
2010-06,8,16,0,0,20.125,-93.875,0,5,5
2010-06,8,17,0,0,20.125,-93.625,0,4,4
2010-06,8,47,0,0,20.125,-86.125,0,6,6
2010-06,8,48,0,0,20.125,-85.875,0,3,3
2010-06,8,49,0,0,20.125,-85.625,0,2,2
2010-06,8,70,0,0,20.125,-80.375,4,0,4
2010-06,9,8,0,0,20.375,-95.875,6,0,6
2010-06,9,50,0,0,20.375,-85.375,0,1,1
2010-06,10,7,0,0,20.625,-96.125,6,0,6
2010-06,11,7,0,0,20.875,-96.125,3,0,3
2010-06,11,8,0,0,20.875,-95.875,2,0,2
2010-06,11,55,0,0,20.875,-84.125,1,0,1
2010-06,12,7,0,0,21.125,-96.125,4,0,4
2010-06,12,56,0,0,21.125,-83.875,4,0,4
2010-06,13,56,0,0,21.375,-83.875,1,0,1
2010-06,13,57,0,0,21.375,-83.625,10,0,10
2010-06,17,10,0,0,22.375,-95.375,0,2,2
2010-06,18,10,0,0,22.625,-95.375,0,1,1
2010-06,18,11,0,0,22.625,-95.125,0,3,3
2010-06,18,12,0,0,22.625,-94.875,0,2,2
2010-06,19,12,0,0,22.875,-94.875,0,2,2
2010-06,19,13,0,0,22.875,-94.625,0,4,4
2010-06,20,13,0,0,23.125,-94.625,0,1,1
2010-06,20,14,0,0,23.125,-94.375,0,5,5
2010-06,21,14,0,0,23.375,-94.375,0,2,2
2010-06,21,15,0,0,23.375,-94.125,0,3,3
2010-06,21,30,0,0,23.375,-90.375,0,5,5
2010-06,21,31,0,0,23.375,-90.125,0,11,11
2010-06,21,49,0,0,23.375,-85.625,22,0,22
2010-06,22,15,0,0,23.625,-94.125,0,5,5
2010-06,22,33,0,0,23.625,-89.625,0,2,2
2010-06,22,49,0,0,23.625,-85.625,6,0,6
2010-06,23,22,0,0,23.875,-92.375,2,0,2
2010-06,23,23,0,0,23.875,-92.125,9,0,9
2010-06,23,24,0,0,23.875,-91.875,6,0,6
2010-06,23,33,0,0,23.875,-89.625,0,9,9
2010-06,23,49,0,0,23.875,-85.625,2,0,2
2010-06,23,57,0,0,23.875,-83.625,0,24,24
2010-06,24,24,0,0,24.125,-91.875,4,0,4
2010-06,24,25,0,0,24.125,-91.625,8,0,8
2010-06,24,26,0,0,24.125,-91.375,1,0,1
2010-06,24,33,0,0,24.125,-89.625,0,3,3
2010-06,24,57,0,0,24.125,-83.625,0,1,1
2010-06,24,66,0,0,24.125,-81.375,5,0,5
2010-06,24,67,0,0,24.125,-81.125,5,0,5
2010-06,25,56,0,0,24.375,-83.875,0,3,3
2010-06,25,67,0,0,24.375,-81.125,1,0,1
2010-06,25,68,0,0,24.375,-80.875,4,0,4
2010-06,25,69,0,0,24.375,-80.625,2,0,2
2010-06,26,56,0,0,24.625,-83.875,0,2,2
2010-06,26,69,0,0,24.625,-80.625,2,0,2
2010-06,26,71,0,0,24.625,-80.125,1,0,1
2010-06,27,8,0,0,24.875,-95.875,4,0,4
2010-06,27,9,0,0,24.875,-95.625,7,0,7
2010-06,28,9,0,0,25.125,-95.625,5,0,5
2010-06,28,10,0,0,25.125,-95.375,5,0,5
2010-06,28,40,0,0,25.125,-87.875,0,7,7
2010-06,28,41,0,0,25.125,-87.625,0,9,9
2010-06,28,42,0,0,25.125,-87.375,0,1,1
2010-06,29,25,0,0,25.375,-91.625,0,4,4
2010-06,29,26,0,0,25.375,-91.375,0,5,5
2010-06,29,42,0,0,25.375,-87.375,0,4,4
2010-06,29,43,0,0,25.375,-87.125,0,3,3
2010-06,30,18,0,0,25.625,-93.375,13,0,13
2010-06,30,24,0,0,25.625,-91.875,0,20,20
2010-06,30,43,0,0,25.625,-87.125,0,4,4
2010-06,30,44,0,0,25.625,-86.875,0,2,2
2010-06,31,17,0,0,25.875,-93.625,7,0,7
2010-06,31,18,0,0,25.875,-93.375,6,0,6
2010-06,31,24,0,0,25.875,-91.875,0,1,1
2010-06,32,17,0,0,26.125,-93.625,2,0,2
2010-06,32,47,0,0,26.125,-86.125,1,0,1
2010-06,33,33,0,0,26.375,-89.625,2,0,2
2010-06,33,34,0,0,26.375,-89.375,15,0,15
2010-06,33,47,0,0,26.375,-86.125,2,0,2
2010-06,34,6,0,0,26.625,-96.375,0,2,2
2010-06,34,7,0,0,26.625,-96.125,0,3,3
2010-06,34,34,0,0,26.625,-89.375,10,0,10
2010-06,34,35,0,0,26.625,-89.125,3,0,3
2010-06,34,46,0,0,26.625,-86.375,2,0,2
2010-06,34,47,0,0,26.625,-86.125,4,0,4
2010-06,35,7,0,0,26.875,-96.125,0,2,2
2010-06,35,8,0,0,26.875,-95.875,0,14,14
2010-06,35,9,0,0,26.875,-95.625,0,3,3
2010-06,35,46,0,0,26.875,-86.375,7,0,7
2010-06,36,46,0,0,27.125,-86.375,6,0,6
2010-06,37,46,0,0,27.375,-86.375,7,0,7
2010-06,38,46,0,0,27.625,-86.375,1,0,1
2010-06,40,26,4,1,28.125,-91.375,0,0,0
2010-06,40,27,9,2,28.125,-91.125,0,0,0
2010-06,40,28,10,2,28.125,-90.875,0,0,0
2010-06,40,29,1,1,28.125,-90.625,0,0,0
2010-06,41,25,3,1,28.375,-91.625,0,0,0
2010-06,41,28,1,1,28.375,-90.875,0,0,0
2010-07,0,45,0,0,18.125,-86.625,5,0,5
2010-07,0,46,0,0,18.125,-86.375,6,0,6
2010-07,0,47,0,0,18.125,-86.125,5,0,5
2010-07,0,48,0,0,18.125,-85.875,1,0,1
2010-07,0,62,0,0,18.125,-82.375,0,1,1
2010-07,1,61,0,0,18.375,-82.625,0,1,1
2010-07,1,62,0,0,18.375,-82.375,0,1,1
2010-07,2,54,0,0,18.625,-84.375,0,3,3
2010-07,2,55,0,0,18.625,-84.125,0,3,3
2010-07,2,56,0,0,18.625,-83.875,0,4,4
2010-07,2,57,0,0,18.625,-83.625,0,3,3
2010-07,2,58,0,0,18.625,-83.375,0,2,2
2010-07,3,53,0,0,18.875,-84.625,0,4,4
2010-07,3,54,0,0,18.875,-84.375,0,1,1
2010-07,4,52,0,0,19.125,-84.875,0,1,1
2010-07,5,66,0,0,19.375,-81.375,2,0,2
2010-07,5,67,0,0,19.375,-81.125,4,0,4
2010-07,6,63,0,0,19.625,-82.125,3,0,3
2010-07,6,67,0,0,19.625,-81.125,1,0,1
2010-07,6,68,0,0,19.625,-80.875,4,0,4
2010-07,6,69,0,0,19.625,-80.625,4,0,4
2010-07,7,13,0,0,19.875,-94.625,3,0,3
2010-07,7,49,0,0,19.875,-85.625,0,3,3
2010-07,7,59,0,0,19.875,-83.125,4,0,4
2010-07,7,60,0,0,19.875,-82.875,2,0,2
2010-07,7,61,0,0,19.875,-82.625,2,0,2
2010-07,7,62,0,0,19.875,-82.375,3,0,3
2010-07,7,63,0,0,19.875,-82.125,1,0,1
2010-07,8,12,0,0,20.125,-94.875,9,0,9
2010-07,8,13,0,0,20.125,-94.625,12,0,12
2010-07,8,56,0,0,20.125,-83.875,1,0,1
2010-07,9,13,0,0,20.375,-94.625,7,0,7
2010-07,9,56,0,0,20.375,-83.875,10,0,10
2010-07,10,55,0,0,20.625,-84.125,1,0,1
2010-07,10,56,0,0,20.625,-83.875,2,0,2
2010-07,11,55,0,0,20.875,-84.125,2,0,2
2010-07,17,6,0,0,22.375,-96.375,0,9,9
2010-07,17,7,0,0,22.375,-96.125,0,11,11
2010-07,17,8,0,0,22.375,-95.875,0,6,6
2010-07,17,9,0,0,22.375,-95.625,0,4,4
2010-07,17,10,0,0,22.375,-95.375,0,1,1
2010-07,18,42,0,0,22.625,-87.375,0,4,4
2010-07,18,43,0,0,22.625,-87.125,0,1,1
2010-07,19,43,0,0,22.875,-87.125,0,8,8
2010-07,20,43,0,0,23.125,-87.125,0,1,1
2010-07,21,14,0,0,23.375,-94.375,2,0,2
2010-07,21,18,0,0,23.375,-93.375,2,0,2
2010-07,21,19,0,0,23.375,-93.125,5,0,5
2010-07,22,14,0,0,23.625,-94.375,1,0,1
2010-07,22,22,0,0,23.625,-92.375,3,0,3
2010-07,22,32,0,0,23.625,-89.875,0,9,9
2010-07,22,49,0,0,23.625,-85.625,1,0,1
2010-07,22,58,0,0,23.625,-83.375,0,1,1
2010-07,23,22,0,0,23.875,-92.375,4,0,4
2010-07,23,32,0,0,23.875,-89.875,0,10,10
2010-07,23,46,0,0,23.875,-86.375,2,0,2
2010-07,23,49,0,0,23.875,-85.625,4,0,4
2010-07,23,58,0,0,23.875,-83.375,0,5,5
2010-07,23,59,0,0,23.875,-83.125,0,2,2
2010-07,24,47,0,0,24.125,-86.125,5,0,5
2010-07,24,48,0,0,24.125,-85.875,8,0,8
2010-07,24,49,0,0,24.125,-85.625,11,0,11
2010-07,25,12,0,0,24.375,-94.875,2,0,2
2010-07,25,56,0,0,24.375,-83.875,0,6,6
2010-07,26,12,0,0,24.625,-94.875,2,0,2
2010-07,26,56,0,0,24.625,-83.875,0,1,1
2010-07,27,40,0,0,24.875,-87.875,0,8,8
2010-07,28,10,0,0,25.125,-95.375,11,0,11
2010-07,28,37,0,0,25.125,-88.625,0,2,2
2010-07,28,38,0,0,25.125,-88.375,0,5,5
2010-07,28,39,0,0,25.125,-88.125,0,7,7
2010-07,28,40,0,0,25.125,-87.875,0,9,9
2010-07,29,10,0,0,25.375,-95.375,2,0,2
2010-07,29,11,0,0,25.375,-95.125,6,0,6
2010-07,29,19,0,0,25.375,-93.125,7,0,7
2010-07,29,20,0,0,25.375,-92.875,3,0,3
2010-07,29,26,0,0,25.375,-91.375,0,2,2
2010-07,29,27,0,0,25.375,-91.125,0,1,1
2010-07,30,19,0,0,25.625,-93.125,2,0,2
2010-07,30,27,0,0,25.625,-91.125,0,4,4
2010-07,30,51,0,0,25.625,-85.125,0,2,2
2010-07,31,27,0,0,25.875,-91.125,0,1,1
2010-07,31,28,0,0,25.875,-90.875,0,5,5
2010-07,31,51,0,0,25.875,-85.125,0,3,3
2010-07,31,52,0,0,25.875,-84.875,0,2,2
2010-07,31,53,0,0,25.875,-84.625,0,4,4
2010-07,32,27,0,0,26.125,-91.125,0,1,1
2010-07,32,28,0,0,26.125,-90.875,0,14,14
2010-07,32,52,0,0,26.125,-84.875,0,3,3
2010-07,32,53,0,0,26.125,-84.625,0,5,5
2010-07,32,54,0,0,26.125,-84.375,0,5,5
2010-07,33,6,0,0,26.375,-96.375,0,7,7
2010-07,33,28,0,0,26.375,-90.875,0,3,3
2010-07,34,6,0,0,26.625,-96.375,0,3,3
2010-07,34,35,0,0,26.625,-89.125,2,0,2
2010-07,35,6,0,0,26.875,-96.375,0,2,2
2010-07,35,21,0,0,26.875,-92.625,0,6,6
2010-07,35,25,1,1,26.875,-91.625,0,0,0
2010-07,35,26,1,1,26.875,-91.375,0,0,0
2010-07,35,35,0,0,26.875,-89.125,11,0,11
2010-07,35,38,0,0,26.875,-88.375,1,0,1
2010-07,35,41,0,0,26.875,-87.625,2,0,2
2010-07,35,42,0,0,26.875,-87.375,3,0,3
2010-07,36,21,0,0,27.125,-92.625,0,1,1
2010-07,36,26,1,1,27.125,-91.375,0,0,0
2010-07,36,39,0,0,27.125,-88.125,4,0,4
2010-07,36,40,0,0,27.125,-87.875,6,0,6
2010-07,36,41,0,0,27.125,-87.625,1,0,1
2010-07,37,8,0,0,27.375,-95.875,0,2,2
2010-07,37,21,0,0,27.375,-92.625,0,2,2
2010-07,37,25,0,0,27.375,-91.625,2,0,2
2010-07,37,26,1,1,27.375,-91.375,2,0,2
2010-07,38,8,0,0,27.625,-95.875,0,3,3
2010-07,38,9,0,0,27.625,-95.625,0,2,2
2010-07,38,10,0,0,27.625,-95.375,0,1,1
2010-07,38,21,0,0,27.625,-92.625,0,3,3
2010-07,38,22,0,0,27.625,-92.375,0,3,3
2010-07,38,23,0,0,27.625,-92.125,0,1,1
2010-07,38,25,1,1,27.625,-91.625,2,0,2
2010-07,38,26,0,0,27.625,-91.375,1,0,1
2010-07,38,27,0,0,27.625,-91.125,3,0,3
2010-07,39,10,0,0,27.875,-95.375,0,1,1
2010-07,39,11,0,0,27.875,-95.125,0,6,6
2010-07,39,22,0,0,27.875,-92.375,0,2,2
2010-07,39,23,0,0,27.875,-92.125,0,1,1
2010-07,39,24,1,1,27.875,-91.875,0,0,0
2010-07,40,11,0,0,28.125,-95.125,0,1,1
2010-08,0,42,0,0,18.125,-87.375,2,0,2
2010-08,0,56,0,0,18.125,-83.875,0,6,6
2010-08,0,57,0,0,18.125,-83.625,0,2,2
2010-08,1,52,0,0,18.375,-84.875,0,1,1
2010-08,1,53,0,0,18.375,-84.625,0,3,3
2010-08,1,54,0,0,18.375,-84.375,0,4,4
2010-08,1,55,0,0,18.375,-84.125,0,3,3
2010-08,1,57,0,0,18.375,-83.625,0,3,3
2010-08,7,58,0,0,19.875,-83.375,1,0,1
2010-08,8,10,0,0,20.125,-95.375,6,0,6
2010-08,8,11,0,0,20.125,-95.125,10,0,10
2010-08,8,17,0,0,20.125,-93.625,0,3,3
2010-08,8,51,0,0,20.125,-85.125,2,0,2
2010-08,8,52,0,0,20.125,-84.875,4,0,4
2010-08,8,53,0,0,20.125,-84.625,3,0,3
2010-08,8,54,0,0,20.125,-84.375,1,0,1
2010-08,8,55,0,0,20.125,-84.125,2,0,2
2010-08,8,56,0,0,20.125,-83.875,3,0,3
2010-08,8,58,0,0,20.125,-83.375,1,0,1
2010-08,8,67,0,0,20.125,-81.125,6,0,6
2010-08,8,69,0,0,20.125,-80.625,1,0,1
2010-08,9,10,0,0,20.375,-95.375,7,0,7
2010-08,9,11,0,0,20.375,-95.125,8,0,8
2010-08,9,17,0,0,20.375,-93.625,0,4,4
2010-08,9,51,0,0,20.375,-85.125,6,0,6
2010-08,9,66,0,0,20.375,-81.375,1,0,1
2010-08,9,67,0,0,20.375,-81.125,2,0,2
2010-08,9,68,0,0,20.375,-80.875,1,0,1
2010-08,10,17,0,0,20.625,-93.625,0,1,1
2010-08,10,19,0,0,20.625,-93.125,0,1,1
2010-08,10,50,0,0,20.625,-85.375,5,0,5
2010-08,10,51,0,0,20.625,-85.125,1,0,1
2010-08,10,69,0,0,20.625,-80.625,2,0,2
2010-08,11,17,0,0,20.875,-93.625,0,1,1
2010-08,11,19,0,0,20.875,-93.125,0,2,2
2010-08,11,20,0,0,20.875,-92.875,0,6,6
2010-08,11,50,0,0,20.875,-85.375,2,0,2
2010-08,11,68,0,0,20.875,-80.875,3,0,3
2010-08,11,69,0,0,20.875,-80.625,6,0,6
2010-08,12,17,0,0,21.125,-93.625,0,4,4
2010-08,16,44,0,0,22.125,-86.875,0,5,5
2010-08,17,42,0,0,22.375,-87.375,0,2,2
2010-08,17,43,0,0,22.375,-87.125,0,4,4
2010-08,17,44,0,0,22.375,-86.875,0,9,9
2010-08,18,5,0,0,22.625,-96.625,0,5,5
2010-08,18,6,0,0,22.625,-96.375,0,2,2
2010-08,18,9,0,0,22.625,-95.625,5,0,5
2010-08,18,10,0,0,22.625,-95.375,5,0,5
2010-08,18,11,0,0,22.625,-95.125,4,0,4
2010-08,18,42,0,0,22.625,-87.375,0,7,7
2010-08,18,43,0,0,22.625,-87.125,0,4,4
2010-08,19,4,0,0,22.875,-96.875,0,3,3
2010-08,19,5,0,0,22.875,-96.625,0,9,9
2010-08,19,11,0,0,22.875,-95.125,1,0,1
2010-08,19,12,0,0,22.875,-94.875,4,0,4
2010-08,20,4,0,0,23.125,-96.875,0,5,5
2010-08,20,5,0,0,23.125,-96.625,0,1,1
2010-08,20,12,0,0,23.125,-94.875,3,0,3
2010-08,20,13,0,0,23.125,-94.625,3,0,3
2010-08,21,13,0,0,23.375,-94.625,4,0,4
2010-08,21,55,0,0,23.375,-84.125,0,7,7
2010-08,22,5,0,0,23.625,-96.625,0,2,2
2010-08,22,55,0,0,23.625,-84.125,0,2,2
2010-08,23,29,0,0,23.875,-90.625,0,1,1
2010-08,23,30,0,0,23.875,-90.375,0,6,6
2010-08,23,31,0,0,23.875,-90.125,0,3,3
2010-08,23,46,0,0,23.875,-86.375,5,0,5
2010-08,23,60,0,0,23.875,-82.875,6,0,6
2010-08,23,61,0,0,23.875,-82.625,3,0,3
2010-08,23,62,0,0,23.875,-82.375,6,0,6
2010-08,23,63,0,0,23.875,-82.125,2,0,2
2010-08,24,31,0,0,24.125,-90.125,0,6,6
2010-08,24,32,0,0,24.125,-89.875,0,2,2
2010-08,24,46,0,0,24.125,-86.375,8,0,8
2010-08,24,53,0,0,24.125,-84.625,0,2,2
2010-08,24,60,0,0,24.125,-82.875,1,0,1
2010-08,25,54,0,0,24.375,-84.375,0,6,6
2010-08,25,60,0,0,24.375,-82.875,2,0,2
2010-08,26,54,0,0,24.625,-84.375,0,14,14
2010-08,26,59,0,0,24.625,-83.125,1,0,1
2010-08,27,16,0,0,24.875,-93.875,3,0,3
2010-08,27,34,0,0,24.875,-89.375,0,2,2
2010-08,27,35,0,0,24.875,-89.125,0,5,5
2010-08,27,36,0,0,24.875,-88.875,0,1,1
2010-08,27,39,0,0,24.875,-88.125,0,3,3
2010-08,27,46,0,0,24.875,-86.375,4,0,4
2010-08,27,52,0,0,24.875,-84.875,0,2,2
2010-08,27,60,0,0,24.875,-82.875,1,0,1
2010-08,28,10,0,0,25.125,-95.375,1,0,1
2010-08,28,12,0,0,25.125,-94.875,2,0,2
2010-08,28,13,0,0,25.125,-94.625,5,0,5
2010-08,28,14,0,0,25.125,-94.375,6,0,6
2010-08,28,15,0,0,25.125,-94.125,2,0,2
2010-08,28,16,0,0,25.125,-93.875,3,0,3
2010-08,28,36,0,0,25.125,-88.875,0,3,3
2010-08,28,37,0,0,25.125,-88.625,0,2,2
2010-08,28,39,0,0,25.125,-88.125,0,2,2
2010-08,28,46,0,0,25.125,-86.375,14,0,14
2010-08,28,52,0,0,25.125,-84.875,0,1,1
2010-08,28,59,0,0,25.125,-83.125,1,0,1
2010-08,29,39,0,0,25.375,-88.125,0,4,4
2010-08,29,52,0,0,25.375,-84.875,0,3,3
2010-08,29,60,0,0,25.375,-82.875,1,0,1
2010-08,30,39,0,0,25.625,-88.125,0,9,9
2010-08,30,51,0,0,25.625,-85.125,0,3,3
2010-08,32,28,0,0,26.125,-90.875,0,1,1
2010-08,32,29,0,0,26.125,-90.625,0,13,13
2010-08,32,30,0,0,26.125,-90.375,0,12,12
2010-08,33,23,1,1,26.375,-92.125,0,0,0
2010-08,33,24,1,1,26.375,-91.875,0,0,0
2010-08,33,25,1,1,26.375,-91.625,0,0,0
2010-08,33,26,1,1,26.375,-91.375,0,0,0
2010-08,33,28,0,0,26.375,-90.875,0,4,4
2010-08,33,45,0,0,26.375,-86.625,1,0,1
2010-08,33,46,0,0,26.375,-86.375,1,0,1
2010-08,34,6,0,0,26.625,-96.375,0,7,7
2010-08,34,23,1,1,26.625,-92.125,0,0,0
2010-08,34,27,1,1,26.625,-91.125,0,0,0
2010-08,34,43,0,0,26.625,-87.125,6,0,6
2010-08,34,44,0,0,26.625,-86.875,1,0,1
2010-08,35,6,0,0,26.875,-96.375,0,6,6
2010-08,35,19,0,0,26.875,-93.125,0,7,7
2010-08,35,20,0,0,26.875,-92.875,0,2,2
2010-08,35,21,3,1,26.875,-92.625,0,0,0
2010-08,35,22,3,1,26.875,-92.375,0,0,0
2010-08,35,26,0,0,26.875,-91.375,3,0,3
2010-08,35,27,1,1,26.875,-91.125,0,0,0
2010-08,35,42,0,0,26.875,-87.375,2,0,2
2010-08,35,43,0,0,26.875,-87.125,2,0,2
2010-08,36,18,0,0,27.125,-93.375,0,4,4
2010-08,36,19,1,1,27.125,-93.125,0,4,4
2010-08,36,20,2,1,27.125,-92.875,0,0,0
2010-08,36,21,1,1,27.125,-92.625,0,0,0
2010-08,36,25,0,0,27.125,-91.625,6,0,6
2010-08,36,26,0,0,27.125,-91.375,18,0,18
2010-08,36,28,1,1,27.125,-90.875,0,0,0
2010-08,37,7,0,0,27.375,-96.125,0,3,3
2010-08,37,8,0,0,27.375,-95.875,0,4,4
2010-08,37,18,1,1,27.375,-93.375,0,8,8
2010-08,37,19,0,0,27.375,-93.125,0,6,6
2010-08,37,24,1,1,27.375,-91.875,0,0,0
2010-08,37,25,0,0,27.375,-91.625,4,0,4
2010-08,37,28,1,1,27.375,-90.875,0,0,0
2010-08,38,9,0,0,27.625,-95.625,0,3,3
2010-08,38,10,0,0,27.625,-95.375,0,2,2
2010-08,38,23,1,1,27.625,-92.125,0,0,0
2010-08,38,24,1,1,27.625,-91.875,0,0,0
2010-08,38,25,1,1,27.625,-91.625,0,0,0
2010-08,38,29,1,1,27.625,-90.625,0,0,0
2010-08,39,27,1,1,27.875,-91.125,0,0,0
2010-08,39,28,5,2,27.875,-90.875,0,0,0
2010-09,1,52,0,0,18.375,-84.875,0,1,1
2010-09,2,49,0,0,18.625,-85.625,0,3,3
2010-09,2,50,0,0,18.625,-85.375,0,4,4
2010-09,2,51,0,0,18.625,-85.125,0,3,3
2010-09,2,52,0,0,18.625,-84.875,0,2,2
2010-09,3,49,0,0,18.875,-85.625,0,4,4
2010-09,4,49,0,0,19.125,-85.625,0,6,6
2010-09,5,47,0,0,19.375,-86.125,0,3,3
2010-09,5,48,0,0,19.375,-85.875,0,3,3
2010-09,5,49,0,0,19.375,-85.625,0,1,1
2010-09,7,11,0,0,19.875,-95.125,16,0,16
2010-09,7,12,0,0,19.875,-94.875,1,0,1
2010-09,8,13,0,0,20.125,-94.625,2,0,2
2010-09,8,14,0,0,20.125,-94.375,2,0,2
2010-09,8,15,0,0,20.125,-94.125,2,0,2
2010-09,8,16,0,0,20.125,-93.875,7,0,7
2010-09,8,62,0,0,20.125,-82.375,2,0,2
2010-09,8,63,0,0,20.125,-82.125,2,0,2
2010-09,8,65,0,0,20.125,-81.625,2,0,2
2010-09,9,63,0,0,20.375,-82.125,3,0,3
2010-09,9,64,0,0,20.375,-81.875,11,0,11
2010-09,9,65,0,0,20.375,-81.625,4,0,4
2010-09,9,66,0,0,20.375,-81.375,6,0,6
2010-09,11,49,0,0,20.875,-85.625,3,0,3
2010-09,11,50,0,0,20.875,-85.375,2,0,2
2010-09,11,57,0,0,20.875,-83.625,0,1,1
2010-09,12,9,0,0,21.125,-95.625,0,6,6
2010-09,12,10,0,0,21.125,-95.375,0,3,3
2010-09,12,14,0,0,21.125,-94.375,0,1,1
2010-09,12,15,0,0,21.125,-94.125,0,3,3
2010-09,12,16,0,0,21.125,-93.875,0,5,5
2010-09,12,17,0,0,21.125,-93.625,0,5,5
2010-09,12,50,0,0,21.125,-85.375,2,0,2
2010-09,12,58,0,0,21.125,-83.375,0,2,2
2010-09,13,10,0,0,21.375,-95.375,0,2,2
2010-09,13,11,0,0,21.375,-95.125,0,1,1
2010-09,13,14,0,0,21.375,-94.375,0,3,3
2010-09,18,9,0,0,22.625,-95.625,2,0,2
2010-09,18,25,0,0,22.625,-91.625,1,0,1
2010-09,18,42,0,0,22.625,-87.375,0,1,1
2010-09,19,11,0,0,22.875,-95.125,1,0,1
2010-09,19,25,0,0,22.875,-91.625,4,0,4
2010-09,19,42,0,0,22.875,-87.375,0,1,1
2010-09,21,22,0,0,23.375,-92.375,0,1,1
2010-09,22,21,0,0,23.625,-92.625,0,1,1
2010-09,22,26,0,0,23.625,-91.375,0,2,2
2010-09,22,27,0,0,23.625,-91.125,0,3,3
2010-09,22,28,0,0,23.625,-90.875,0,3,3
2010-09,22,30,0,0,23.625,-90.375,0,1,1
2010-09,23,20,0,0,23.875,-92.875,0,2,2
2010-09,23,21,0,0,23.875,-92.625,0,1,1
2010-09,23,28,0,0,23.875,-90.875,0,4,4
2010-09,23,29,0,0,23.875,-90.625,0,5,5
2010-09,23,55,0,0,23.875,-84.125,0,2,2
2010-09,23,56,0,0,23.875,-83.875,0,5,5
2010-09,23,62,0,0,23.875,-82.375,2,0,2
2010-09,23,63,0,0,23.875,-82.125,5,0,5
2010-09,23,64,0,0,23.875,-81.875,2,0,2
2010-09,23,65,0,0,23.875,-81.625,5,0,5
2010-09,23,66,0,0,23.875,-81.375,3,0,3
2010-09,24,20,0,0,24.125,-92.875,0,8,8
2010-09,24,39,0,0,24.125,-88.125,0,6,6
2010-09,24,55,0,0,24.125,-84.125,0,1,1
2010-09,24,62,0,0,24.125,-82.375,2,0,2
2010-09,25,39,0,0,24.375,-88.125,0,16,16
2010-09,25,55,0,0,24.375,-84.125,0,9,9
2010-09,26,38,0,0,24.625,-88.375,0,3,3
2010-09,26,39,0,0,24.625,-88.125,0,4,4
2010-09,26,55,0,0,24.625,-84.125,0,13,13
2010-09,27,12,0,0,24.875,-94.875,20,0,20
2010-09,27,39,0,0,24.875,-88.125,0,1,1
2010-09,27,46,0,0,24.875,-86.375,1,0,1
2010-09,28,12,0,0,25.125,-94.875,10,0,10
2010-09,28,46,0,0,25.125,-86.375,5,0,5
2010-09,29,46,0,0,25.375,-86.375,24,0,24
2010-09,32,5,0,0,26.125,-96.625,0,4,4
2010-09,32,6,0,0,26.125,-96.375,0,3,3
2010-09,33,24,0,0,26.375,-91.875,10,0,10
2010-09,34,6,0,0,26.625,-96.375,0,3,3
2010-09,34,7,0,0,26.625,-96.125,0,1,1
2010-09,34,12,2,1,26.625,-94.875,0,0,0
